Time,load
2011-06-01 00:00:00,0.058063833
2011-06-01 01:00:00,0.04361864
2011-06-01 02:00:00,0.054822365
2011-06-01 03:00:00,0.055484
2011-06-01 04:00:00,0.04363593
2011-06-01 05:00:00,0.0599004599999999
2011-06-01 06:00:00,0.050424973
2011-06-01 07:00:00,0.4651189
2011-06-01 08:00:00,0.9048074
2011-06-01 09:00:00,0.9892399
2011-06-01 10:00:00,0.13632687
2011-06-01 11:00:00,0.14256503
2011-06-01 12:00:00,0.72905875
2011-06-01 13:00:00,0.96325984
2011-06-01 14:00:00,0.5286474
2011-06-01 15:00:00,0.36183963
2011-06-01 16:00:00,0.13242548
2011-06-01 17:00:00,0.1425747799999999
2011-06-01 18:00:00,0.34828577
2011-06-01 19:00:00,0.12010028
2011-06-01 20:00:00,0.3714614
2011-06-01 21:00:00,0.67259645
2011-06-01 22:00:00,0.7181909000000001
2011-06-01 23:00:00,0.35442354
2011-06-02 00:00:00,0.290619
2011-06-02 01:00:00,0.05654927
2011-06-02 02:00:00,0.0431930639999999
2011-06-02 03:00:00,0.0592780559999999
2011-06-02 04:00:00,0.051510855
2011-06-02 05:00:00,0.045093526
2011-06-02 06:00:00,0.0599004599999999
2011-06-02 07:00:00,0.04884613
2011-06-02 08:00:00,0.07614083
2011-06-02 09:00:00,0.3866486999999999
2011-06-02 10:00:00,0.28356363
2011-06-02 11:00:00,0.1453565299999999
2011-06-02 12:00:00,0.5554053999999999
2011-06-02 13:00:00,1.6687731
2011-06-02 14:00:00,0.1003615
2011-06-02 15:00:00,0.19753323
2011-06-02 16:00:00,0.14255903
2011-06-02 17:00:00,0.5448601000000001
2011-06-02 18:00:00,0.8117418
2011-06-02 19:00:00,1.2126593
2011-06-02 20:00:00,0.52185793
2011-06-02 21:00:00,0.04412512
2011-06-02 22:00:00,0.14843332
2011-06-02 23:00:00,0.12903148
2011-06-03 00:00:00,0.043387674
2011-06-03 01:00:00,0.058018173
2011-06-03 02:00:00,0.052588093
2011-06-03 03:00:00,0.044016288
2011-06-03 04:00:00,0.0599004599999999
2011-06-03 05:00:00,0.049947306
2011-06-03 06:00:00,0.049172624
2011-06-03 07:00:00,0.27800808
2011-06-03 08:00:00,0.92756667
2011-06-03 09:00:00,1.2887245
2011-06-03 10:00:00,0.5012842999999999
2011-06-03 11:00:00,0.046757486
2011-06-03 12:00:00,0.2557664
2011-06-03 13:00:00,0.07706535
2011-06-03 14:00:00,0.07560864
2011-06-03 15:00:00,0.3081508
2011-06-03 16:00:00,0.26641003
2011-06-03 17:00:00,0.3697576
2011-06-03 18:00:00,0.30600297
2011-06-03 19:00:00,0.4971048
2011-06-03 20:00:00,0.33822082
2011-06-03 21:00:00,0.45135838
2011-06-03 22:00:00,0.3449474
2011-06-03 23:00:00,0.19978236
2011-06-04 00:00:00,0.09505192
2011-06-04 01:00:00,0.05104693
2011-06-04 02:00:00,0.0599004599999999
2011-06-04 03:00:00,0.051041392
2011-06-04 04:00:00,0.048078542
2011-06-04 05:00:00,0.0599004599999999
2011-06-04 06:00:00,0.0458493669999999
2011-06-04 07:00:00,0.050755014
2011-06-04 08:00:00,0.37413766
2011-06-04 09:00:00,0.20035666
2011-06-04 10:00:00,0.056183762
2011-06-04 11:00:00,0.24601232
2011-06-04 12:00:00,0.59169333
2011-06-04 13:00:00,1.9251845
2011-06-04 14:00:00,0.078934834
2011-06-04 15:00:00,0.0912618499999999
2011-06-04 16:00:00,0.09040326
2011-06-04 17:00:00,0.19730488
2011-06-04 18:00:00,1.1357676
2011-06-04 19:00:00,1.2193478
2011-06-04 20:00:00,1.1543522
2011-06-04 21:00:00,0.25066116
2011-06-04 22:00:00,0.13888755
2011-06-04 23:00:00,0.10400784
2011-06-05 00:00:00,0.058677597
2011-06-05 01:00:00,0.052130603
2011-06-05 02:00:00,0.04698933
2011-06-05 03:00:00,0.0599004599999999
2011-06-05 04:00:00,0.046979803
2011-06-05 05:00:00,0.0496245799999999
2011-06-05 06:00:00,0.0599004599999999
2011-06-05 07:00:00,0.04413576
2011-06-05 08:00:00,0.073004645
2011-06-05 09:00:00,0.119564414
2011-06-05 10:00:00,0.2460692799999999
2011-06-05 11:00:00,0.2516431999999999
2011-06-05 12:00:00,0.5520763
2011-06-05 13:00:00,1.6542736
2011-06-05 14:00:00,0.1806415499999999
2011-06-05 15:00:00,0.23724588
2011-06-05 16:00:00,0.26770675
2011-06-05 17:00:00,0.3559066
2011-06-05 18:00:00,1.5689568
2011-06-05 19:00:00,1.0898012
2011-06-05 20:00:00,1.3314914999999998
2011-06-05 21:00:00,0.2860756
2011-06-05 22:00:00,0.27765942
2011-06-05 23:00:00,0.20884296
2011-06-06 00:00:00,0.13230088
2011-06-06 01:00:00,0.0599004599999999
2011-06-06 02:00:00,0.048088958
2011-06-06 03:00:00,0.04851542
2011-06-06 04:00:00,0.0599004599999999
2011-06-06 05:00:00,0.045303434
2011-06-06 06:00:00,0.0649878639999999
2011-06-06 07:00:00,0.5576627999999999
2011-06-06 08:00:00,1.1333437
2011-06-06 09:00:00,1.0985754
2011-06-06 10:00:00,0.4066152999999999
2011-06-06 11:00:00,0.0522941799999999
2011-06-06 12:00:00,0.5130781
2011-06-06 13:00:00,0.91439835
2011-06-06 14:00:00,0.69765805
2011-06-06 15:00:00,0.49606914
2011-06-06 16:00:00,0.06933051
2011-06-06 17:00:00,0.4941937
2011-06-06 18:00:00,0.28786834
2011-06-06 19:00:00,0.0824976499999999
2011-06-06 20:00:00,0.5266408
2011-06-06 21:00:00,0.6312683
2011-06-06 22:00:00,0.28422568
2011-06-06 23:00:00,0.37821787
2011-06-07 00:00:00,0.0708679
2011-06-07 01:00:00,0.047414247
2011-06-07 02:00:00,0.0599004599999999
2011-06-07 03:00:00,0.046456033
2011-06-07 04:00:00,0.0526638979999999
2011-06-07 05:00:00,0.05739311
2011-06-07 06:00:00,0.045320943
2011-06-07 07:00:00,0.6788286
2011-06-07 08:00:00,0.6354449400000001
2011-06-07 09:00:00,0.47880824
2011-06-07 10:00:00,0.9103472
2011-06-07 11:00:00,0.0814592
