time,bid_id,ask_id,bid_actor,ask_actor,bid_cluster,ask_cluster,energy,price,included_grid_fee
4.0,0,10,H0,market_maker,0,,0.74,0.20411086748741084,0
4.0,1,10,H1,market_maker,0,,0.26,0.20411086748741084,0
4.0,2,10,H2,market_maker,0,,0.07,0.20411086748741084,0
4.0,3,10,H3,market_maker,0,,0.89,0.20411086748741084,0
4.0,4,10,H4,market_maker,0,,0.01,0.20411086748741084,0
4.0,5,10,H5,market_maker,0,,0.49,0.20411086748741084,0
4.0,6,10,H6,market_maker,0,,0.47000000000000003,0.20411086748741084,0
4.0,7,10,H7,market_maker,0,,0.52,0.20411086748741084,0
4.0,8,10,H8,market_maker,0,,0.67,0.20411086748741084,0
4.0,9,10,H9,market_maker,0,,0.78,0.20411086748741084,0
5.0,1,0,H1,H0,0,0,0.02,0.07625787107081447,0
5.0,5,0,H5,H0,0,0,0.11999999999999998,0.07625787107081447,0
5.0,5,4,H5,H4,0,0,0.08,0.07625787107081447,0
5.0,1,10,H1,market_maker,0,,0.41,0.07625787107081447,0
5.0,2,10,H2,market_maker,0,,0.77,0.07625787107081447,0
5.0,3,10,H3,market_maker,0,,0.5,0.07625787107081447,0
5.0,5,10,H5,market_maker,0,,0.4199999999999998,0.07625787107081447,0
5.0,6,10,H6,market_maker,0,,0.27,0.07625787107081447,0
5.0,7,10,H7,market_maker,0,,0.39,0.07625787107081447,0
5.0,8,10,H8,market_maker,0,,0.08,0.07625787107081447,0
5.0,9,10,H9,market_maker,0,,0.14,0.07625787107081447,0
6.0,0,10,H0,market_maker,0,,0.03,0.13701977512686844,0
6.0,1,10,H1,market_maker,0,,0.8200000000000001,0.13701977512686844,0
6.0,2,10,H2,market_maker,0,,0.64,0.13701977512686844,0
6.0,3,10,H3,market_maker,0,,0.55,0.13701977512686844,0
6.0,4,10,H4,market_maker,0,,0.08,0.13701977512686844,0
6.0,5,10,H5,market_maker,0,,0.18,0.13701977512686844,0
6.0,6,10,H6,market_maker,0,,0.8200000000000001,0.13701977512686844,0
6.0,7,10,H7,market_maker,0,,0.09,0.13701977512686844,0
6.0,8,10,H8,market_maker,0,,0.59,0.13701977512686844,0
6.0,9,10,H9,market_maker,0,,0.52,0.13701977512686844,0
7.0,1,0,H1,H0,0,0,0.01,0.013324952957895916,0
7.0,6,0,H6,H0,0,0,0.15,0.013324952957895916,0
7.0,7,0,H7,H0,0,0,0.2900000000000001,0.013324952957895916,0
7.0,7,4,H7,H4,0,0,0.15,0.013324952957895916,0
7.0,6,4,H6,H4,0,0,0.5500000000000003,0.013324952957895916,0
7.0,8,4,H8,H4,0,0,0.4300000000000002,0.013324952957895916,0
7.0,9,4,H9,H4,0,0,0.10999999999999999,0.013324952957895916,0
7.0,1,10,H1,market_maker,0,,0.8200000000000001,0.013324952957895916,0
7.0,2,10,H2,market_maker,0,,0.63,0.013324952957895916,0
7.0,3,10,H3,market_maker,0,,0.44,0.013324952957895916,0
7.0,5,10,H5,market_maker,0,,0.27,0.013324952957895916,0
7.0,6,10,H6,market_maker,0,,0.049999999999999475,0.013324952957895916,0
7.0,7,10,H7,market_maker,0,,0.2999999999999996,0.013324952957895916,0
7.0,8,10,H8,market_maker,0,,0.19999999999999962,0.013324952957895916,0
7.0,9,10,H9,market_maker,0,,0.01000000000000001,0.013324952957895916,0
8.0,1,0,H1,H0,0,0,0.01,0.044263975278712675,0
8.0,7,0,H7,H0,0,0,0.49000000000000027,0.044263975278712675,0
8.0,7,4,H7,H4,0,0,0.15,0.044263975278712675,0
8.0,6,4,H6,H4,0,0,0.35000000000000014,0.044263975278712675,0
8.0,5,4,H5,H4,0,0,0.09999999999999999,0.044263975278712675,0
8.0,9,4,H9,H4,0,0,0.5100000000000002,0.044263975278712675,0
8.0,8,4,H8,H4,0,0,0.10999999999999999,0.044263975278712675,0
8.0,1,10,H1,market_maker,0,,0.45,0.044263975278712675,0
8.0,2,10,H2,market_maker,0,,0.56,0.044263975278712675,0
8.0,3,10,H3,market_maker,0,,0.18,0.044263975278712675,0
8.0,5,10,H5,market_maker,0,,0.8899999999999999,0.044263975278712675,0
8.0,7,10,H7,market_maker,0,,0.07999999999999947,0.044263975278712675,0
8.0,8,10,H8,market_maker,0,,0.21999999999999992,0.044263975278712675,0
8.0,9,10,H9,market_maker,0,,0.0499999999999997,0.044263975278712675,0
9.0,1,0,H1,H0,0,0,0.10999999999999999,0.006767707379548293,0
9.0,6,0,H6,H0,0,0,0.4300000000000002,0.006767707379548293,0
9.0,7,0,H7,H0,0,0,0.5900000000000003,0.006767707379548293,0
9.0,8,0,H8,H0,0,0,0.6900000000000004,0.006767707379548293,0
9.0,9,0,H9,H0,0,0,0.060000000000000005,0.006767707379548293,0
9.0,3,0,H3,H0,0,0,0.11999999999999998,0.006767707379548293,0
9.0,2,0,H2,H0,0,0,0.04,0.006767707379548293,0
9.0,3,4,H3,H4,0,0,0.6100000000000003,0.006767707379548293,0
9.0,1,4,H1,H4,0,0,0.4400000000000002,0.006767707379548293,0
9.0,5,4,H5,H4,0,0,0.4300000000000002,0.006767707379548293,0
9.0,9,4,H9,H4,0,0,0.01,0.006767707379548293,0
9.0,11,4,market_maker,H4,,0,0.5900000000000005,0.006767707379548293,0
10.0,1,0,H1,H0,0,0,0.02,0.0016509982112763058,0
10.0,6,0,H6,H0,0,0,0.25000000000000006,0.0016509982112763058,0
10.0,7,0,H7,H0,0,0,0.6500000000000004,0.0016509982112763058,0
10.0,5,0,H5,H0,0,0,0.5000000000000002,0.0016509982112763058,0
10.0,8,0,H8,H0,0,0,0.5400000000000003,0.0016509982112763058,0
10.0,9,0,H9,H0,0,0,0.3300000000000001,0.0016509982112763058,0
10.0,2,0,H2,H0,0,0,0.2800000000000001,0.0016509982112763058,0
10.0,2,4,H2,H4,0,0,0.3900000000000002,0.0016509982112763058,0
10.0,3,4,H3,H4,0,0,0.8300000000000005,0.0016509982112763058,0
10.0,1,4,H1,H4,0,0,0.4000000000000002,0.0016509982112763058,0
10.0,5,4,H5,H4,0,0,0.3000000000000001,0.0016509982112763058,0
10.0,3,10,H3,market_maker,0,,0.049999999999999364,0.0016509982112763058,0
10.0,9,10,H9,market_maker,0,,0.009999999999999858,0.0016509982112763058,0
11.0,1,0,H1,H0,0,0,0.02,0.0047733787258000555,0
11.0,7,0,H7,H0,0,0,0.7100000000000004,0.0047733787258000555,0
11.0,8,0,H8,H0,0,0,0.4100000000000002,0.0047733787258000555,0
11.0,6,0,H6,H0,0,0,0.3100000000000001,0.0047733787258000555,0
11.0,5,0,H5,H0,0,0,0.11999999999999998,0.0047733787258000555,0
11.0,9,0,H9,H0,0,0,0.6300000000000003,0.0047733787258000555,0
11.0,8,4,H8,H4,0,0,0.19000000000000003,0.0047733787258000555,0
11.0,5,4,H5,H4,0,0,0.6700000000000004,0.0047733787258000555,0
11.0,1,4,H1,H4,0,0,0.9000000000000006,0.0047733787258000555,0
11.0,2,4,H2,H4,0,0,0.2800000000000001,0.0047733787258000555,0
11.0,3,4,H3,H4,0,0,0.5500000000000003,0.0047733787258000555,0
11.0,9,4,H9,H4,0,0,0.01,0.0047733787258000555,0
11.0,11,4,market_maker,H4,,0,1.120000000000036,0.0047733787258000555,0
11.0,2,10,H2,market_maker,0,,0.009999999999999858,0.0047733787258000555,0
12.0,1,0,H1,H0,0,0,0.01,0.009391385521248147,0
12.0,6,0,H6,H0,0,0,0.21000000000000005,0.009391385521248147,0
12.0,5,0,H5,H0,0,0,0.48000000000000026,0.009391385521248147,0
12.0,7,0,H7,H0,0,0,0.060000000000000005,0.009391385521248147,0
12.0,3,0,H3,H0,0,0,0.08,0.009391385521248147,0
12.0,9,0,H9,H0,0,0,0.18000000000000002,0.009391385521248147,0
12.0,9,4,H9,H4,0,0,0.35000000000000014,0.009391385521248147,0
12.0,7,4,H7,H4,0,0,0.15,0.009391385521248147,0
12.0,8,4,H8,H4,0,0,0.12999999999999998,0.009391385521248147,0
12.0,3,4,H3,H4,0,0,0.8300000000000005,0.009391385521248147,0
12.0,1,4,H1,H4,0,0,0.2900000000000001,0.009391385521248147,0
12.0,2,4,H2,H4,0,0,0.5400000000000003,0.009391385521248147,0
12.0,11,4,market_maker,H4,,0,1.020000000000027,0.009391385521248147,0
