Time,schedule,mm_sell_prices,mm_buy_prices,ordered_energy,ordered_price,traded_energy,bank,bat_soe
2016-01-01 00:00:00,-0.0118157916810254,,,,,,,
2016-01-01 00:15:00,-0.0407915649069577,0.14087,0.05087,-0.0407915649069577,0.14087,0.04,-0.0056348,0.009208435093042302
2016-01-01 00:30:00,-0.0404215150503595,0.14087,0.05087,-0.0412130799573172,0.14087,0.04,-0.0112696,0.008786920042682804
2016-01-01 00:45:00,-0.0402323934740243,0.14087,0.05087,-0.041445473431341494,0.14087,0.04,-0.0169044,0.008554526568658507
2016-01-01 01:00:00,-0.039780709711529,0.13819,0.04818999999999998,-0.04122618314287049,0.13819,0.04,-0.022432,0.008773816857129508
2016-01-01 01:15:00,-0.0396582812051585,0.13819,0.04818999999999998,-0.04088446434802899,0.13819,0.04,-0.0279596,0.009115535651971011
2016-01-01 01:30:00,-0.0134162759439834,0.13819,0.04818999999999998,-0.01430074029201239,0.13819,0.01,-0.0293415,0.005699259707987612
2016-01-01 01:45:00,-0.015038056309354,0.13819,0.04818999999999998,-0.019338796601366386,0.13819,0.01,-0.030723399999999998,0.0006612033986336119
2016-01-01 02:00:00,-0.0288124334798609,0.13468,0.04468,-0.03815123008122729,0.13468,0.03,-0.0347638,0.0018487699187727114
2016-01-01 02:15:00,-0.0056994839419098,0.13468,0.04468,-0.01385071402313709,0.13468,0.01,-0.0361106,0.006149285976862912
2016-01-01 02:30:00,-0.0148736873978937,0.13468,0.04468,-0.018724401421030788,0.13468,0.01,-0.0374574,0.0012755985789692115
2016-01-01 02:45:00,-0.0201101702113558,0.13468,0.04468,-0.02883457163238659,0.13468,0.02,-0.040151,0.0011654283676134109
2016-01-01 03:00:00,-0.0037861793889832,0.13292,0.042919999999999986,-0.012620751021369789,0.13292,0.01,-0.0414802,0.00737924897863021
2016-01-01 03:15:00,-0.0080369934976895,0.13292,0.042919999999999986,-0.010657744519059289,0.13292,0.01,-0.042809400000000004,0.009342255480940712
2016-01-01 03:30:00,-0.011783537902445,0.13292,0.042919999999999986,-0.01244128242150429,0.13292,0.01,-0.04413860000000001,0.007558717578495711
2016-01-01 03:45:00,-0.0082993576691135,,,,,,,
2016-01-01 04:00:00,-0.007451909593907,,,,,,,
2016-01-01 04:15:00,-0.0385439615088181,,,,,,,
2016-01-01 04:30:00,0.0030438806433824,,,,,,,
2016-01-01 04:45:00,-0.037353522580878,,,,,,,
2016-01-01 05:00:00,-0.0281439141576839,,,,,,,
2016-01-01 05:15:00,0.0213127531088259,,,,,,,
2016-01-01 05:30:00,0.0110301658542689,,,,,,,
2016-01-01 05:45:00,-0.0175450550391683,,,,,,,
2016-01-01 06:00:00,0.016348940380099,,,,,,,
2016-01-01 06:15:00,-0.0118616707214599,,,,,,,
2016-01-01 06:30:00,-0.0094594768625994,,,,,,,
2016-01-01 06:45:00,0.1265290398009389,,,,,,,
2016-01-01 07:00:00,0.2091939848143365,,,,,,,
2016-01-01 07:15:00,-0.4722985477422726,,,,,,,
2016-01-01 07:30:00,-0.2851356467336782,,,,,,,
2016-01-01 07:45:00,0.1333806058174439,,,,,,,
2016-01-01 08:00:00,-0.0792820803737786,,,,,,,
2016-01-01 08:15:00,0.3484297272308706,,,,,,,
2016-01-01 08:30:00,-0.0101966401542774,,,,,,,
2016-01-01 08:45:00,0.0015219764298635,,,,,,,
2016-01-01 09:00:00,0.4161165747240496,,,,,,,
2016-01-01 09:15:00,0.0501101060425681,,,,,,,
2016-01-01 09:30:00,0.3952256885198378,,,,,,,
2016-01-01 09:45:00,0.0815175342288885,,,,,,,
