Time,schedule,mm_sell_prices,mm_buy_prices,traded_energy,bank,bat_soe
2016-01-01 00:00:00,-0.0182796588995515,,,,,
2016-01-01 00:15:00,-0.0180803603231909,0.14087,0.05087,0.0,0.0,1.4819196396768093
2016-01-01 00:30:00,-0.01843251640499,0.14087,0.05087,0.0,0.0,1.4634871232718192
2016-01-01 00:45:00,-0.0181316535777422,0.14087,0.05087,0.0,0.0,1.445355469694077
2016-01-01 01:00:00,-0.0169178311527152,0.13819,0.04818999999999998,0.0,0.0,1.4284376385413617
2016-01-01 01:15:00,-0.0172975132296408,0.13819,0.04818999999999998,0.0,0.0,1.4111401253117208
2016-01-01 01:30:00,-0.0408802782028614,0.13819,0.04818999999999998,0.0,0.0,1.3702598471088594
2016-01-01 01:45:00,-0.0456125512285029,0.13819,0.04818999999999998,0.0,0.0,1.3246472958803566
2016-01-01 02:00:00,-0.0449989735122242,0.13468,0.04468,0.0,0.0,1.2796483223681323
2016-01-01 02:15:00,-0.0455291731105644,0.13468,0.04468,0.0,0.0,1.2341191492575678
2016-01-01 02:30:00,-0.0403468451334839,0.13468,0.04468,0.0,0.0,1.1937723041240842
2016-01-01 02:45:00,-0.0155648352398025,0.13468,0.04468,0.0,0.0,1.1782074688842816
2016-01-01 03:00:00,-0.0440570298403831,0.13292,0.042919999999999986,0.0,0.0,1.1341504390438983
2016-01-01 03:15:00,-0.0362349717865489,0.13292,0.042919999999999986,0.0,0.0,1.0979154672573497
2016-01-01 03:30:00,-0.0360051996300552,0.13292,0.042919999999999986,0.0,0.0,1.0619102676272942
2016-01-01 03:45:00,-0.0489520371097359,,,,,
2016-01-01 04:00:00,-0.0101060668587146,,,,,
2016-01-01 04:15:00,-0.0160742326798216,,,,,
2016-01-01 04:30:00,0.025353510816356,,,,,
2016-01-01 04:45:00,-0.0152769024401262,,,,,
2016-01-01 05:00:00,-0.0101935351354337,,,,,
2016-01-01 05:15:00,0.0120471913009113,,,,,
2016-01-01 05:30:00,0.0183220300941625,,,,,
2016-01-01 05:45:00,-0.080502384880625,,,,,
2016-01-01 06:00:00,-0.2349502372552891,,,,,
2016-01-01 06:15:00,-0.0717667936202392,,,,,
2016-01-01 06:30:00,-0.0388680609507196,,,,,
2016-01-01 06:45:00,0.0941576204183154,,,,,
2016-01-01 07:00:00,0.224942685504711,,,,,
2016-01-01 07:15:00,0.0118775506426102,,,,,
2016-01-01 07:30:00,0.1751609563995428,,,,,
2016-01-01 07:45:00,0.2680869895120092,,,,,
2016-01-01 08:00:00,-0.0325623900903098,,,,,
2016-01-01 08:15:00,0.3964781232358012,,,,,
2016-01-01 08:30:00,0.0425892995022772,,,,,
2016-01-01 08:45:00,-0.0074825028394829,,,,,
2016-01-01 09:00:00,0.3762747502006499,,,,,
2016-01-01 09:15:00,0.0301217949334176,,,,,
2016-01-01 09:30:00,0.3727316300838429,,,,,
2016-01-01 09:45:00,0.0723116454487959,,,,,
